Line Text,Departure delay,delay,Stop name,Linie,Departure time,latitude,longitude
count,sum,sum,<lambda>,nunique,<lambda>,<lambda>,<lambda>
339,58,0 days 11:52:16,"['St. Gallen', 'St. Gallen', 'Chiasso', 'Basel SBB', 'Basel Bad Bf', 'Zürich HB', 'Lugano', 'Sargans', 'Luzern', 'Zürich Flughafen', 'Winterthur', 'Zug', 'Zürich HB', 'Bellinzona', 'Zug', 'Bellinzona', 'Lugano', 'Zürich HB', 'Bellinzona', 'Arth-Goldau', 'Zug', 'Montreux', 'Arth-Goldau', 'Zug', 'Arth-Goldau', 'Chiasso', 'Zug', 'Chiasso', 'Arth-Goldau', 'Brig', 'Sion', 'Montreux', 'Lugano', 'Zürich HB', 'Bellinzona', 'Montreux', 'Sion', 'St. Gallen', 'Visp', 'Olten', 'Basel SBB', 'Olten', 'Thun', 'Basel SBB', 'Olten', 'Brig', 'Visp', 'Lugano', 'Zürich HB', 'Bellinzona', 'Lugano', 'Sion', 'Brig', 'Montreux', 'Sierre/Siders', 'Aigle', 'Vevey', 'Morges', 'Zürich HB', 'Sion', 'Genève', 'Montreux', 'Arth-Goldau', 'Winterthur', 'Zürich Flughafen', 'Zürich Flughafen', 'Zürich Flughafen', 'Zug', 'Arth-Goldau', 'Chiasso', 'Basel SBB', 'Altdorf UR', 'Lugano', 'Buchs SG', 'Olten', 'Arth-Goldau', 'Bellinzona', 'Lugano', 'Zug', 'Lugano', 'Bellinzona', 'Zürich HB', 'Zürich HB', 'Genève', 'Chiasso', 'Bellinzona', 'Zürich HB', 'Zug', 'Lausanne', 'Genève', 'Sion', 'Montreux', 'Basel SBB', 'Lausanne', 'Zürich HB', 'Arth-Goldau', 'Zug', 'Chiasso', 'Lugano', 'Zug', 'St. Margrethen SG', 'St. Gallen', 'Zürich HB', 'Zürich Flughafen', 'Bellinzona', 'Arth-Goldau', 'Basel Bad Bf', 'Buchs SG', 'Zürich HB', 'Zürich Flughafen', 'Zürich Flughafen', 'Winterthur', 'St. Gallen', 'St. Margrethen SG', 'Winterthur', 'Zürich HB', 'St. Gallen', 'St. Margrethen SG', 'Zürich HB', 'Spiez', 'Basel SBB', 'Brig', 'Thun', 'Bern', 'Bern', 'Basel SBB', 'Bern', 'Brig', 'Bellinzona', 'Arth-Goldau', 'Chiasso', 'Genève', 'Bellinzona', 'Zürich HB', 'Chiasso', 'Bellinzona', 'Lugano', 'Arth-Goldau', 'Chiasso', 'Bellinzona', 'Zug', 'Arth-Goldau', 'Chiasso', 'Genève', 'Lausanne', 'Chiasso', 'Lugano', 'Zug', 'Genève', 'Brig', 'Brig', 'Lausanne', 'Basel Bad Bf', 'Brig', 'Brig', 'Sargans', 'Bellinzona', 'Luzern', 'St. Gallen', 'Winterthur', 'Lugano', 'Zürich HB', 'Basel SBB', 'Zug', 'Altdorf UR', 'Olten', 'Basel SBB', 'Winterthur', 'St. Gallen', 'Winterthur', 'Zürich HB', 'St. Margrethen SG', 'Bern', 'Spiez', 'Brig', 'Olten', 'Thun', 'Visp', 'Spiez', 'Olten', 'Liestal', 'Basel SBB', 'Thun', 'Spiez', 'Visp', 'St. Margrethen SG', 'St. Gallen', 'Zürich HB', 'St. Gallen', 'St. Margrethen SG', 'Zürich HB', 'Winterthur', 'Winterthur', 'St. Gallen', 'Zürich HB', 'Zürich Flughafen', 'Winterthur', 'St. Margrethen SG', 'Zürich Flughafen', 'Zürich HB', 'Zürich Flughafen', 'Arth-Goldau', 'Lugano', 'Chiasso', 'Lugano', 'Arth-Goldau', 'Zug', 'Arth-Goldau', 'Bellinzona', 'Chiasso', 'Chiasso', 'Zürich HB', 'Lugano', 'Zürich HB', 'Chiasso', 'Bellinzona', 'Zürich HB', 'Zug', 'Zürich HB', 'Arth-Goldau', 'Zug', 'Brig', 'Arth-Goldau', 'Zug', 'Chiasso', 'Chiasso', 'Arth-Goldau', 'Zürich HB', 'Arth-Goldau', 'Bellinzona', 'Chiasso', 'Lausanne', 'Brig', 'Visp', 'St-Maurice', 'Nyon', 'Genève', 'Zürich HB', 'Basel SBB', 'Basel Bad Bf', 'Montreux', 'Winterthur', 'Winterthur', 'St. Gallen', 'St. Margrethen SG', 'Zürich HB', 'St. Margrethen SG', 'Zürich Flughafen', 'Zürich Flughafen', 'St. Margrethen SG', 'Thun', 'Thun', 'Visp', 'Spiez', 'Bern', 'Basel SBB', 'Spiez', 'Brig', 'Visp', 'Spiez', 'Bern', 'Basel SBB', 'Thun', 'Basel SBB', 'Olten', 'Olten', 'Thun', 'Visp', 'Bellinzona', 'Zürich HB', 'Chiasso', 'Chiasso', 'Lugano', 'Bellinzona', 'Zug', 'Arth-Goldau', 'Lugano', 'Arth-Goldau', 'Sion', 'Arth-Goldau', 'Montreux', 'Lausanne', 'Sion', 'Martigny', 'Genève-Aéroport', 'Lausanne', 'Genève', 'Sion', 'Bellinzona', 'Zürich HB', 'Chiasso', 'Lugano', 'Bellinzona', 'Zürich HB', 'Bellinzona', 'Lugano', 'Zug', 'Lugano', 'Arth-Goldau', 'Zug', 'Lugano', 'St. Margrethen SG', 'Zürich HB', 'Zürich Flughafen', 'Zürich HB', 'St. Gallen', 'Zürich HB', 'Zürich HB', 'St. Margrethen SG', 'St. Margrethen SG', 'St. Gallen', 'Winterthur', 'Winterthur', 'Zürich HB', 'Zürich Flughafen', 'Zug', 'Chiasso', 'Lugano', 'Zürich HB', 'Zürich HB', 'Chiasso', 'Chiasso', 'Lugano', 'Bellinzona', 'Zürich HB', 'Zug', 'Lugano', 'Bellinzona', 'Lausanne', 'Arth-Goldau', 'Zürich HB', 'Brig', 'Bern', 'Visp', 'Brig', 'Bern', 'Olten', 'Brig', 'Spiez']",58,"[Timestamp('2024-10-13 11:29:00'), Timestamp('2024-10-13 12:05:00'), Timestamp('2024-10-13 15:38:00'), Timestamp('2024-10-13 19:01:00'), Timestamp('2024-10-13 08:00:00'), Timestamp('2024-10-13 11:22:00'), Timestamp('2024-10-13 16:02:00'), Timestamp('2024-10-13 18:05:00'), Timestamp('2024-10-13 19:30:00'), Timestamp('2024-10-13 09:29:00'), Timestamp('2024-10-13 14:04:00'), Timestamp('2024-10-13 20:19:00'), Timestamp('2024-10-13 20:28:00'), Timestamp('2024-10-13 21:49:00'), Timestamp('2024-10-13 19:59:00'), Timestamp('2024-10-13 07:25:00'), Timestamp('2024-10-13 08:37:00'), Timestamp('2024-10-13 14:01:00'), Timestamp('2024-10-13 13:18:00'), Timestamp('2024-10-13 15:02:00'), Timestamp('2024-10-13 19:05:00'), Timestamp('2024-10-13 07:45:00'), Timestamp('2024-10-13 08:18:00'), Timestamp('2024-10-13 14:05:00'), Timestamp('2024-10-13 19:30:00'), Timestamp('2024-10-13 18:03:00'), Timestamp('2024-10-13 18:34:00'), Timestamp('2024-10-13 20:02:00'), Timestamp('2024-10-13 20:05:00'), Timestamp('2024-10-13 18:01:00'), Timestamp('2024-10-13 19:16:00'), Timestamp('2024-10-13 09:44:00'), Timestamp('2024-10-13 12:17:00'), Timestamp('2024-10-13 12:50:00'), Timestamp('2024-10-13 19:29:00'), Timestamp('2024-10-13 20:54:00'), Timestamp('2024-10-13 22:06:00'), Timestamp('2024-10-13 22:27:00'), Timestamp('2024-10-13 17:10:00'), Timestamp('2024-10-13 17:29:00'), Timestamp('2024-10-13 15:29:00'), Timestamp('2024-10-13 11:14:00'), Timestamp('2024-10-13 12:02:00'), Timestamp('2024-10-13 16:05:00'), Timestamp('2024-10-13 11:00:00'), Timestamp('2024-10-13 10:16:00'), Timestamp('2024-10-13 13:02:00'), Timestamp('2024-10-13 18:02:00'), Timestamp('2024-10-13 22:24:00'), Timestamp('2024-10-13 10:47:00'), Timestamp('2024-10-13 21:59:00'), Timestamp('2024-10-13 09:13:00'), Timestamp('2024-10-13 20:30:00'), Timestamp('2024-10-13 15:10:00'), Timestamp('2024-10-13 09:05:00'), Timestamp('2024-10-13 09:30:00'), Timestamp('2024-10-13 09:47:00'), Timestamp('2024-10-13 11:45:00')]","[47.423178949902116, 47.423178949902116, 45.832168026366816, 47.54741205505015, 47.567307905698264, 47.37817667422329, 46.0055005499147, 47.044823514414546, 47.05017782808568, 47.45038562990025, 47.50033381046675, 47.17370697768503, 47.37817667422329, 46.195431792205746, 47.17370697768503, 46.195431792205746, 46.0055005499147, 47.37817667422329, 46.195431792205746, 47.04904488341463, 47.17370697768503, 46.435884341120214, 47.04904488341463, 47.17370697768503, 47.04904488341463, 45.832168026366816, 47.17370697768503, 45.832168026366816, 47.04904488341463, 46.31942270578004, 46.227553196395895, 46.435884341120214, 46.0055005499147, 47.37817667422329, 46.195431792205746, 46.435884341120214, 46.227553196395895, 47.423178949902116, 46.29402913539463, 47.35193475927179, 47.54741205505015, 47.35193475927179, 46.7548527305928, 47.54741205505015, 47.35193475927179, 46.31942270578004, 46.29402913539463, 46.0055005499147, 47.37817667422329, 46.195431792205746, 46.0055005499147, 46.227553196395895, 46.31942270578004, 46.435884341120214, 46.292121563817425, 46.316855418598124, 46.46300181065662, 46.51110119786621, 47.37817667422329, 46.227553196395895, 46.210212898757526, 46.435884341120214, 47.04904488341463, 47.50033381046675, 47.45038562990025, 47.45038562990025, 47.45038562990025, 47.17370697768503, 47.04904488341463, 45.832168026366816, 47.54741205505015, 46.87573871327732, 46.0055005499147, 47.16841197936201, 47.35193475927179, 47.04904488341463, 46.195431792205746, 46.0055005499147, 47.17370697768503, 46.0055005499147, 46.195431792205746, 47.37817667422329, 47.37817667422329, 46.210212898757526, 45.832168026366816, 46.195431792205746, 47.37817667422329, 47.17370697768503, 46.51679183546505, 46.210212898757526, 46.227553196395895, 46.435884341120214, 47.54741205505015, 46.51679183546505, 47.37817667422329, 47.04904488341463, 47.17370697768503, 45.832168026366816, 46.0055005499147, 47.17370697768503, 47.453215993731014, 47.423178949902116, 47.37817667422329, 47.45038562990025, 46.195431792205746, 47.04904488341463, 47.567307905698264, 47.16841197936201, 47.37817667422329, 47.45038562990025, 47.45038562990025, 47.50033381046675, 47.423178949902116, 47.453215993731014, 47.50033381046675, 47.37817667422329, 47.423178949902116, 47.453215993731014, 47.37817667422329, 46.68639566834843, 47.54741205505015, 46.31942270578004, 46.7548527305928, 46.94883229049847, 46.94883229049847, 47.54741205505015, 46.94883229049847, 46.31942270578004, 46.195431792205746, 47.04904488341463, 45.832168026366816, 46.210212898757526, 46.195431792205746, 47.37817667422329, 45.832168026366816, 46.195431792205746, 46.0055005499147, 47.04904488341463, 45.832168026366816, 46.195431792205746, 47.17370697768503, 47.04904488341463, 45.832168026366816, 46.210212898757526, 46.51679183546505, 45.832168026366816, 46.0055005499147, 47.17370697768503, 46.210212898757526, 46.31942270578004, 46.31942270578004, 46.51679183546505, 47.567307905698264, 46.31942270578004, 46.31942270578004, 47.044823514414546, 46.195431792205746, 47.05017782808568, 47.423178949902116, 47.50033381046675, 46.0055005499147, 47.37817667422329, 47.54741205505015, 47.17370697768503, 46.87573871327732, 47.35193475927179, 47.54741205505015, 47.50033381046675, 47.423178949902116, 47.50033381046675, 47.37817667422329, 47.453215993731014, 46.94883229049847, 46.68639566834843, 46.31942270578004, 47.35193475927179, 46.7548527305928, 46.29402913539463, 46.68639566834843, 47.35193475927179, 47.484461172135006, 47.54741205505015, 46.7548527305928, 46.68639566834843, 46.29402913539463, 47.453215993731014, 47.423178949902116, 47.37817667422329, 47.423178949902116, 47.453215993731014, 47.37817667422329, 47.50033381046675, 47.50033381046675, 47.423178949902116, 47.37817667422329, 47.45038562990025, 47.50033381046675, 47.453215993731014, 47.45038562990025, 47.37817667422329, 47.45038562990025, 47.04904488341463, 46.0055005499147, 45.832168026366816, 46.0055005499147, 47.04904488341463, 47.17370697768503, 47.04904488341463, 46.195431792205746, 45.832168026366816, 45.832168026366816, 47.37817667422329, 46.0055005499147, 47.37817667422329, 45.832168026366816, 46.195431792205746, 47.37817667422329, 47.17370697768503, 47.37817667422329, 47.04904488341463, 47.17370697768503, 46.31942270578004, 47.04904488341463, 47.17370697768503, 45.832168026366816, 45.832168026366816, 47.04904488341463, 47.37817667422329, 47.04904488341463, 46.195431792205746, 45.832168026366816, 46.51679183546505, 46.31942270578004, 46.29402913539463, 46.21636950282697, 46.384418967533634, 46.210212898757526, 47.37817667422329, 47.54741205505015, 47.567307905698264, 46.435884341120214, 47.50033381046675, 47.50033381046675, 47.423178949902116, 47.453215993731014, 47.37817667422329, 47.453215993731014, 47.45038562990025, 47.45038562990025, 47.453215993731014, 46.7548527305928, 46.7548527305928, 46.29402913539463, 46.68639566834843, 46.94883229049847, 47.54741205505015, 46.68639566834843, 46.31942270578004, 46.29402913539463, 46.68639566834843, 46.94883229049847, 47.54741205505015, 46.7548527305928, 47.54741205505015, 47.35193475927179, 47.35193475927179, 46.7548527305928, 46.29402913539463, 46.195431792205746, 47.37817667422329, 45.832168026366816, 45.832168026366816, 46.0055005499147, 46.195431792205746, 47.17370697768503, 47.04904488341463, 46.0055005499147, 47.04904488341463, 46.227553196395895, 47.04904488341463, 46.435884341120214, 46.51679183546505, 46.227553196395895, 46.105831207174774, 46.23253853438607, 46.51679183546505, 46.210212898757526, 46.227553196395895, 46.195431792205746, 47.37817667422329, 45.832168026366816, 46.0055005499147, 46.195431792205746, 47.37817667422329, 46.195431792205746, 46.0055005499147, 47.17370697768503, 46.0055005499147, 47.04904488341463, 47.17370697768503, 46.0055005499147, 47.453215993731014, 47.37817667422329, 47.45038562990025, 47.37817667422329, 47.423178949902116, 47.37817667422329, 47.37817667422329, 47.453215993731014, 47.453215993731014, 47.423178949902116, 47.50033381046675, 47.50033381046675, 47.37817667422329, 47.45038562990025, 47.17370697768503, 45.832168026366816, 46.0055005499147, 47.37817667422329, 47.37817667422329, 45.832168026366816, 45.832168026366816, 46.0055005499147, 46.195431792205746, 47.37817667422329, 47.17370697768503, 46.0055005499147, 46.195431792205746, 46.51679183546505, 47.04904488341463, 47.37817667422329, 46.31942270578004, 46.94883229049847, 46.29402913539463, 46.31942270578004, 46.94883229049847, 47.35193475927179, 46.31942270578004, 46.68639566834843]","[9.369896662720434, 9.369896662720434, 9.031449562314267, 7.589562790156526, 7.6069204184730825, 8.540212349099065, 8.94699530850776, 9.446260474660967, 8.310183206942789, 8.562401820478012, 8.723821055408687, 8.51504934096482, 8.540212349099065, 9.02951851227292, 8.51504934096482, 9.02951851227292, 8.94699530850776, 8.540212349099065, 9.02951851227292, 8.549446300669958, 8.51504934096482, 6.910440121305958, 8.549446300669958, 8.51504934096482, 8.549446300669958, 9.031449562314267, 8.51504934096482, 9.031449562314267, 8.549446300669958, 7.988094739403514, 7.359197034574581, 6.910440121305958, 8.94699530850776, 8.540212349099065, 9.02951851227292, 6.910440121305958, 7.359197034574581, 9.369896662720434, 7.881465475745339, 7.9076996479129, 7.589562790156526, 7.9076996479129, 7.629605828669477, 7.589562790156526, 7.9076996479129, 7.988094739403514, 7.881465475745339, 8.94699530850776, 8.540212349099065, 9.02951851227292, 8.94699530850776, 7.359197034574581, 7.988094739403514, 6.910440121305958, 7.532825555815483, 6.963683211861402, 6.8434455982384, 6.493969500635285, 8.540212349099065, 7.359197034574581, 6.142451595144949, 6.910440121305958, 8.549446300669958, 8.723821055408687, 8.562401820478012, 8.562401820478012, 8.562401820478012, 8.51504934096482, 8.549446300669958, 9.031449562314267, 7.589562790156526, 8.631575417442793, 8.94699530850776, 9.478636688917042, 7.9076996479129, 8.549446300669958, 9.02951851227292, 8.94699530850776, 8.51504934096482, 8.94699530850776, 9.02951851227292, 8.540212349099065, 8.540212349099065, 6.142451595144949, 9.031449562314267, 9.02951851227292, 8.540212349099065, 8.51504934096482, 6.629092303198572, 6.142451595144949, 7.359197034574581, 6.910440121305958, 7.589562790156526, 6.629092303198572, 8.540212349099065, 8.549446300669958, 8.51504934096482, 9.031449562314267, 8.94699530850776, 8.51504934096482, 9.638261920244418, 9.369896662720434, 8.540212349099065, 8.562401820478012, 9.02951851227292, 8.549446300669958, 7.6069204184730825, 9.478636688917042, 8.540212349099065, 8.562401820478012, 8.562401820478012, 8.723821055408687, 9.369896662720434, 9.638261920244418, 8.723821055408687, 8.540212349099065, 9.369896662720434, 9.638261920244418, 8.540212349099065, 7.680103057796672, 7.589562790156526, 7.988094739403514, 7.629605828669477, 7.439130889923934, 7.439130889923934, 7.589562790156526, 7.439130889923934, 7.988094739403514, 9.02951851227292, 8.549446300669958, 9.031449562314267, 6.142451595144949, 9.02951851227292, 8.540212349099065, 9.031449562314267, 9.02951851227292, 8.94699530850776, 8.549446300669958, 9.031449562314267, 9.02951851227292, 8.51504934096482, 8.549446300669958, 9.031449562314267, 6.142451595144949, 6.629092303198572, 9.031449562314267, 8.94699530850776, 8.51504934096482, 6.142451595144949, 7.988094739403514, 7.988094739403514, 6.629092303198572, 7.6069204184730825, 7.988094739403514, 7.988094739403514, 9.446260474660967, 9.02951851227292, 8.310183206942789, 9.369896662720434, 8.723821055408687, 8.94699530850776, 8.540212349099065, 7.589562790156526, 8.51504934096482, 8.631575417442793, 7.9076996479129, 7.589562790156526, 8.723821055408687, 9.369896662720434, 8.723821055408687, 8.540212349099065, 9.638261920244418, 7.439130889923934, 7.680103057796672, 7.988094739403514, 7.9076996479129, 7.629605828669477, 7.881465475745339, 7.680103057796672, 7.9076996479129, 7.7313674807028185, 7.589562790156526, 7.629605828669477, 7.680103057796672, 7.881465475745339, 9.638261920244418, 9.369896662720434, 8.540212349099065, 9.369896662720434, 9.638261920244418, 8.540212349099065, 8.723821055408687, 8.723821055408687, 9.369896662720434, 8.540212349099065, 8.562401820478012, 8.723821055408687, 9.638261920244418, 8.562401820478012, 8.540212349099065, 8.562401820478012, 8.549446300669958, 8.94699530850776, 9.031449562314267, 8.94699530850776, 8.549446300669958, 8.51504934096482, 8.549446300669958, 9.02951851227292, 9.031449562314267, 9.031449562314267, 8.540212349099065, 8.94699530850776, 8.540212349099065, 9.031449562314267, 9.02951851227292, 8.540212349099065, 8.51504934096482, 8.540212349099065, 8.549446300669958, 8.51504934096482, 7.988094739403514, 8.549446300669958, 8.51504934096482, 9.031449562314267, 9.031449562314267, 8.549446300669958, 8.540212349099065, 8.549446300669958, 9.02951851227292, 9.031449562314267, 6.629092303198572, 7.988094739403514, 7.881465475745339, 7.00204389824896, 6.235966130629612, 6.142451595144949, 8.540212349099065, 7.589562790156526, 7.6069204184730825, 6.910440121305958, 8.723821055408687, 8.723821055408687, 9.369896662720434, 9.638261920244418, 8.540212349099065, 9.638261920244418, 8.562401820478012, 8.562401820478012, 9.638261920244418, 7.629605828669477, 7.629605828669477, 7.881465475745339, 7.680103057796672, 7.439130889923934, 7.589562790156526, 7.680103057796672, 7.988094739403514, 7.881465475745339, 7.680103057796672, 7.439130889923934, 7.589562790156526, 7.629605828669477, 7.589562790156526, 7.9076996479129, 7.9076996479129, 7.629605828669477, 7.881465475745339, 9.02951851227292, 8.540212349099065, 9.031449562314267, 9.031449562314267, 8.94699530850776, 9.02951851227292, 8.51504934096482, 8.549446300669958, 8.94699530850776, 8.549446300669958, 7.359197034574581, 8.549446300669958, 6.910440121305958, 6.629092303198572, 7.359197034574581, 7.07912412848979, 6.111985572600153, 6.629092303198572, 6.142451595144949, 7.359197034574581, 9.02951851227292, 8.540212349099065, 9.031449562314267, 8.94699530850776, 9.02951851227292, 8.540212349099065, 9.02951851227292, 8.94699530850776, 8.51504934096482, 8.94699530850776, 8.549446300669958, 8.51504934096482, 8.94699530850776, 9.638261920244418, 8.540212349099065, 8.562401820478012, 8.540212349099065, 9.369896662720434, 8.540212349099065, 8.540212349099065, 9.638261920244418, 9.638261920244418, 9.369896662720434, 8.723821055408687, 8.723821055408687, 8.540212349099065, 8.562401820478012, 8.51504934096482, 9.031449562314267, 8.94699530850776, 8.540212349099065, 8.540212349099065, 9.031449562314267, 9.031449562314267, 8.94699530850776, 9.02951851227292, 8.540212349099065, 8.51504934096482, 8.94699530850776, 9.02951851227292, 6.629092303198572, 8.549446300669958, 8.540212349099065, 7.988094739403514, 7.439130889923934, 7.881465475745339, 7.988094739403514, 7.439130889923934, 7.9076996479129, 7.988094739403514, 7.680103057796672]"
11,2,0 days 00:27:16,"['Bern', 'Genève', 'Schlieren', 'Olten', 'Genève-Aéroport', 'Genève-Aéroport', 'Genève', 'Genève', 'Genève-Aéroport', 'Genève-Aéroport', 'Genève']",5,"[Timestamp('2024-10-13 02:05:00'), Timestamp('2024-10-13 02:30:00')]","[46.94883229049847, 46.210212898757526, 47.39917636823757, 47.35193475927179, 46.23253853438607, 46.23253853438607, 46.210212898757526, 46.210212898757526, 46.23253853438607, 46.23253853438607, 46.210212898757526]","[7.439130889923934, 6.142451595144949, 8.44724506333892, 7.9076996479129, 6.111985572600153, 6.111985572600153, 6.142451595144949, 6.142451595144949, 6.111985572600153, 6.111985572600153, 6.142451595144949]"
